slug,name,location,bio,is_resident,profile_image_url,instagram_url,soundcloud_url,spotify_url,youtube_url,mixcloud_url,website_url,aliases
cherry-white,Cherry White,"Seattle, WA","Seattle DJ with South African roots. Debuted in Seattle in 2018, blending afro house, deep house, and acid jazz. Has played Shameless Deck'd Out at Monkey Loft.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/cherry-white-dd5ed534.jpg,,https://soundcloud.com/cherry_white,,,,,
chris-tower,Chris Tower,"Seattle, WA","Chris Tower is a Seattle-based DJ, producer, and Opulent Temple regular with a sound built around progressive house, tech house, melodic techno, and sun-baked festival lift. Since starting behind the decks in 2009, he has become a steady presence in Seattle's underground and Burning Man-connected communities, including years producing Seattle Opulent Temple fundraisers. His productions, mixes, and playa-informed sets aim for scale without losing warmth: big melodies, rolling low end, and enough emotional pull to keep the room open. Chris Tower brings altitude,high-energy house music with community roots and a clear sense of occasion.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/chris-tower-38ffffc9.jpg,https://www.instagram.com/christower/,https://soundcloud.com/djchristower,,,,https://www.shiftfestival.com/portfolio_item/chris-tower/,
christian-martin,Christian Martin,"San Francisco, CA","San Francisco-based DJ and founder of Trippy Ass Technologies. Known for house, techno, and DnB. Has released music on Dirtybird, Get Physical, Crosstown Rebels, and more.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/christian-martin-51d0e8e3.jpg,https://www.instagram.com/christianmartin/,https://soundcloud.com/christianmartin,,,,,
christine-michelle,Christine Michelle,"Seattle, WA","Seattle-based DJ and producer, born in Capitol Hill, crafting bass-forward, dark melodic, atmospheric soundscapes with world music textures.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/christine-michelle-0e918a51.jpg,https://www.instagram.com/__christinemichelle__/,https://soundcloud.com/christinemichellemusic,,,,,
christopher-ledger,Christopher Ledger,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fchristopher-ledger-0fa7c7fc.jpg,https://www.instagram.com/christopher.ledger/,,,,,,
citrus-age,Citrus Age,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fcitrus-age-0dee2461.jpg,https://www.instagram.com/citrus_age/,,,,,,
clarian,Clarian,,,false,,https://www.instagram.com/clariannorth/,,,,,,
claudia-lb,Claudia LB,"Seattle, WA","Claudia LB is a Seattle-based queer Indigenous DJ and the force behind Fricktion Collective and Club Milk. Her sound pushes hypnotic, groove-driven techno, trance, club, and bouncy Eurodance, blending dark rolling low end with trance-washed melody and forward-moving rhythm. That combination gives her sets a specific charge: emotional, locked-in, and physical without defaulting to obvious peak-time formulas. Claudia LB brings new-generation Seattle underground energy with purpose, pressure, and a clear point of view.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/claudia-lb-c8e2b8a0.jpg,https://www.instagram.com/dj_claudialb/,https://soundcloud.com/claudia_lb,,,,,
claudia-martinez,Claudia Martinez,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fclaudia-martinez-260de0cd.jpg,https://www.instagram.com/djclawmartinez/,,,,,,
codebase,Codebase,"Seattle, WA","Seattle-based DJ and producer (real name Tom Butcher). Codebase is his primary solo electronic project, focused on dance-oriented tracks. Active in the Shameless and PNW underground community; also performed at the Deck'd Out rooftop series at Monkey Loft.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/codebase-0b2ce796.jpg,,https://soundcloud.com/codebase,,,,,
cody-hammer,Cody Hammer,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fcody-hammer-6bd6df5e.jpg,https://www.instagram.com/codychammer/,,,,,,
cody-morrison,Cody Morrison,,,false,,,,,,,,
coflo,Coflo (SF),,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fcoflo-ff83f974.jpg,https://www.instagram.com/coflo/,,,,,,
cole-medina,Cole Medina,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fcole-medina-3064b215.jpg,https://www.instagram.com/colemedinaaa/,,,,,,
colette,Colette,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fcolette-8de9cd24.jpg,https://www.instagram.com/djcolette/,,,,,,
contents,Contents,,,false,,https://www.instagram.com/contentsmusic/,,,,,,
copeland,Copeland,"Seattle, WA","Copeland (Erika) discovered Seattle's underground electronic music scene in 2008, becoming a devoted patron of the dance floor before transitioning to DJing in 2021. A Vitala Recordings resident and promoter, she has performed at festivals including Sun Worship, Afterglow, Cascadia, and Panacea, as well as events for the Dusty Booty Ranch and Fireburn, Flammable, Uniting Souls, and Studio 4/4. Known for her deep connection to the music community, she intuitively crafts sets spanning techno and deep house across Seattle venues like Monkey Loft, Madame Lou's, and Cherry.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/copeland-f6ff27da.jpg,https://www.instagram.com/copeland_pnw/,https://soundcloud.com/copelandmusic,,,,,
cosmic-joke,Cosmic J0ke,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fcosmic-joke-7ff0e068.jpg,https://www.instagram.com/cosmicj0ke/,,,,,,
creach-live,Creach live (BC),,,false,,https://www.instagram.com/creachlive/,,,,,,
ctrl-mp3,Ctrl.MP3,,,false,,https://www.instagram.com/ctrl_mp333/,,,,,,
curses,Curses,"Berlin, Germany","Berlin-based musician and DJ Luca Venezia, blending acid, post-punk, and dark disco. Latest album Another Heaven on Italians Do It Better. Performed at Shameless 23 Year Anniversary.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/curses-0f681f15.jpg,https://www.instagram.com/cursesforever/,https://soundcloud.com/cursesforever,,,,,"Curses (Italians Do It Better, Berlin)|Curses (Berlin)|Curses"
cy-hanson,Cy Hanson,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fcy-hanson-b2d35c96.jpg,https://www.instagram.com/cyhanson3/,,,,,,
cylc,Cylc,,,false,,https://www.instagram.com/cylcmusic/,,,,,,
d-jessique,D'Jessique,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fd-jessique-636e1c31.jpg,https://www.instagram.com/djessique/,,,,,,
d-guti,D.Guti,,,false,,https://www.instagram.com/dguti_music/,,,,,,
dj-anzo,DJ Anzo,"Seattle, WA","Seattle-based DJ, co-host of the Jola Madi Podcast, and organizer behind Curated Vibez and Free Agent Seattle. An active community member in Seattle's dance music scene, bringing diverse sounds and strong connections to events like Blast Music Fest.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dj-anzo-9376c1ac.jpg,https://www.instagram.com/djanzo7/,https://soundcloud.com/djanzo,,,,,Anzo|DJ Anzo
dj-assault,DJ Assault,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fdj-assault-74085238.jpg,https://www.instagram.com/djassault/,,,,,,
dj-d-nelski,DJ D'Nelski,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fdj-d-nelski-76953b91.jpg,https://www.instagram.com/djassault1/,,,,,,
dj-dab-and-sherman,DJ Dab & Sherman,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fdj-dab-and-sherman-d475bc3f.jpg,https://www.instagram.com/selectorseattle/,,,,,,
dj-diz,DJ Diz,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fdj-diz-3418a974.jpg,https://www.instagram.com/thedizzofficial/,,,,,,
dj-essex,DJ Essex,,,false,,https://www.instagram.com/essexthedj/,,,,,,
dj-heather,DJ Heather,,,false,,https://www.instagram.com/djheather/,,,,,,
dj-joy,DJ Joy,"Seattle, WA","DJ Joy is Joy Sgobba, a Seattle-based DJ originally from San Diego with an open-format, multi-genre approach built around pure dance-floor service. Her own profile names house, bass, breaks, disco, electronica, indie, hip-hop, old-school, funk, downtempo, Top 40, and more, which makes her less a genre specialist than a party translator. The through-line is simple: she loves music, reads rooms, and wants people moving whether the setting is a club, private party, festival, or community event. DJ Joy brings exactly what the name promises,range, momentum, and no shame in rocking the floor.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dj-joy-7c973278.jpg,https://www.instagram.com/joysgobba/,https://soundcloud.com/dj-joysgobba,,,,,JOY|DJ Joy|Joy
dj-kp,DJ KP,,,false,,https://www.instagram.com/theindiandream/,,,,,,
dj-libbi,DJ Libbi,,,false,,https://www.instagram.com/dj_libbi/,,,,,,
dj-mac-tray,DJ Mac Tray,,,false,,https://www.instagram.com/mac_tray/,,,,,,
dj-manos,DJ Manos,,,false,,https://www.instagram.com/manos_sounds/,,,,,,
dj-raine,DJ Raine,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fdj-raine-102f431e.jpg,https://www.instagram.com/raine.dj,https://www.soundcloud.com/raine_dj,,,,https://ra.co/dj/djraine,Raine
dj-recess,DJ Recess,"Seattle, WA","One of Seattle's most respected underground DJs, Recess has been in a long-term love affair with Seattle's underground music scene for nearly two decades. In 2003 he co-founded Shameless Productions, responsible for numerous legendary club nights. Nominated one of Seattle Weekly's best local DJs in 2006, his sets span house, disco, techno, electro, and breaks.",true,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/bd6ae883-cd97-444d-9083-2683db98be77.jpg,https://www.instagram.com/itsrecess/,https://soundcloud.com/itsrecess,,,https://www.mixcloud.com/ItsRecess/,,
dj-said,DJ SAID,,"Hailing from Lagos, Nigeria, Said grew up in the very same community that produced the legendary Fela Kuti, father of afro-beat and innovator of funk. From a young age he was passionate about music, making mix tapes and DJing for his friends, and spend..For over a decade now, DJ Said of Fatsouls Records has successfully shown his dedication to music through his extraordinary events, music production and DJ skills. He has brought soulful East Coast-meets-Africa brand of percussion-based deep house to a distinct slice of the underground. Said has spun at his Atmosfere events and many other clubs around the world alongside the likes of Francois K, Joe Claussell, Danny Krivit, Tony Allen & Afrobeat 2000, Ron Trent, Kerri Chandler, Ron Trent, King Britt, Kenny Carpenter, Dennis Ferrer, Jerome Sydenham, Miguel Migs and countless others. His main influence is derived from Afrobeat, Highlife Jazz, Juju, and other music from his Yoruba root and numerous global music which he absorbed during his formative years. As a teenager, Said sorted after his sibling’s extraordinary musical interests and record collection. During the period, Said was quite connected to his neighbors, Fela Kuti's family organization. In 1984, Said moved from his hometown Lagos, Nigeria to England as a scholar. While in England, he gained a vast knowledge of the London club scene through direct experience and connections. When Said moved to the US in 1988, he became extremely close to the work of some the legendary artist whose music he played during his formative years. While getting an academic business education, Said maintained a strong presence in the San Francisco and New-York's underground club scene. By 1995, Said began residencies and guest appearances at clubs and private parties in the San Francisco Bay Area, New York and beyond. In 1999, Said launched Fatsouls Productions, a super sonic campaign outlet. Fatsouls' monthly “Atmosfere” event gained a vast and remarkable following in the San Francisco Bay Area and beyond during the years of 1999 – 2006. Fatsouls’ presentation of an extraordinary rotation of world class artist created a new nightlife scene in San Francisco that others have since attempted to emulate. Fatsouls events have been featured in URB Magazine, Straight No Chaser, San Francisco Bay Guardian, as well as in various local and international publications. Said currently heads Fatsouls Records, a San Francisco-based independent record label founded in 2007. Said still promotes various events with emphasis on House, Afrobeat and other Soulful Afro - Rhythms. He has a score of releases on his Fatsouls Records label and other top indie house music labels like Wave Music, Ibadan Records, and Chez Music among others. Keep your eyes and ears open.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dj-said.jpg,,https://soundcloud.com/fatsouls-records,,,,https://ra.co/dj/djsaid,
dj-sh1-tr,DJ SH1-TR,,,false,,,,,,,,
dj-sean,DJ Sean,,,false,,https://www.instagram.com/seanmajors/,,,,,,
dj-sheppard,DJ Sheppard,,,false,,,,,,,,
dj-sloth,DJ Sloth,,,false,,https://www.instagram.com/djsloth.seattle/,,,,,,
dj-three,DJ Three,"Miami, FL","Miami-based DJ Christopher Milo, underground electronic music stalwart since the early 1990s. Has held residencies at NYC's Twilo, Cielo, Output, and more, plus global festival appearances.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dj-three-daa01bf4.jpg,https://www.instagram.com/djthreeofc/,https://soundcloud.com/djthreeofc,,,,,
dj-weak-acid,DJ Weak Acid,"Seattle, WA","DJ Weak Acid, Nick Bigelow, is a Seattle DJ and electronic artist known for live modular techno. A Patchwerks-connected performer, Weak Acid has played Basement State shows alongside artists like Project 32 and Magic 3ye, and has appeared with the Patchwerks family at Monkey Loft. The sound is hands-on, analog, and built from machines in real time.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dj-weak-acid-18745512.jpg,https://www.instagram.com/nickbigeloww/,,,,,,
dj-zen,DJ Zen,,,false,,https://www.instagram.com/djzenone/,,,,,,
djhoodriah,DJHoodriah,,,false,,https://www.instagram.com/djhoodriah/,,,,,,
djello,DJello,,,false,,https://www.instagram.com/dj.ello/,,,,,,
dncrystal,DNcrystal,"Seattle, WA","Seattle-based DJ, active in the Seattle underground electronic music scene. Played Reverie Society events at Monkey Loft alongside DJ Weak Acid and other Seattle DJs.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dncrystal-9749afd1.jpg,,https://soundcloud.com/dncrystal,,,,,
dot-orgy,DOT ORGY,,,false,,https://www.instagram.com/dotorgy/,,,,,,
dy3,DY3,,,false,,,,,,,,DY3 (TN)
dance-spirit,Dance Spirit,,,false,,https://www.instagram.com/dancespiritmusic/,,,,,,
dane-garfield,Dane Garfield,"Seattle, WA","Dane Garfield is a Seattle house DJ tied into the Flammable family, the long-running Sunday institution that has treated house music like church for more than three decades. Recent lineups place him at Chop Suey, Monkey Loft, Gas Works Park, and Shameless/Flammable collaborations, which says plenty about where he sits in the local ecosystem. His lane is not about celebrity gloss; it is about showing up for the room, the weekly, and the dancers who keep Seattle house culture alive. Dane brings working-DJ value: reliable heat, local continuity, and no need to over-explain the assignment.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dane-garfield-222a7cb8.jpg,https://www.instagram.com/dane000garfield/,https://soundcloud.com/dane-garfield,,,,,Dane Garfield Wilson|Dane Garfield|Dane Garfield (Loft)
danny-daze,Danny Daze,,,false,,https://www.instagram.com/dannydaze/,,,,,,
dark-chisme,Dark Chisme,,,false,,https://www.instagram.com/darkchisme/,,,,,,
dark-river,Dark River,,,false,,https://www.instagram.com/darkrivermusic/,,,,,,
dave-dk,Dave DK,,,false,,https://www.instagram.com/djdavedk/,,,,,,
dave-nada,Dave Nada,,,false,,https://www.instagram.com/davenada/,,,,,,
dave-pezzner,Dave Pezzner,"Seattle, WA","Seattle-based DJ and producer born in Tarzana, CA. Released music on Dirtybird, Get Physical, Crosstown Rebels, Visionquest, and Strictly Rhythm. In-house composer at Can Can Cabaret.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/dave-pezzner-634b6274.jpg,https://www.instagram.com/pezzner/,https://soundcloud.com/pezzner,,,,,Pezzner
david-dewey,David Dewey,,,false,,https://www.instagram.com/daviddewey/,,,,,,Dewey
david-scuba,David Scuba,"Los Angeles, CA",Los Angeles-based DJ and co-owner of the Superfreq brand with Mr.C. Known for dark and underground electronic music with decades of experience.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/david-scuba-3ac758b3.jpg,https://www.instagram.com/thedavidscuba/,https://soundcloud.com/davidscuba,,,,,
dewalta,DeWalta,,,false,,https://www.instagram.com/dewalta/,,,,,,
death-on-the-balcony,Death on the Balcony,,,false,,https://www.instagram.com/deathonthebalcony/,,,,,,
dee-diggs,Dee Diggs,,,false,,https://www.instagram.com/dee.diggs/,,,,,,
deejay-hershe,Deejay Hershe,,,false,,https://www.instagram.com/djhershe/,,,,,,Hershe
deepchild,Deepchild,,,false,,https://www.instagram.com/deepchild/,,,,,,
deepika,Deepika,,,false,,https://www.instagram.com/deepikaranjan/,,,,,,
derek-pavone,Derek Pavone,"Seattle, WA",Seattle DJ who has graced the Seattle music scene with talent and knowledge since the early 1990s. Active in Flammable and the Seattle underground scene.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/derek-pavone-bf5aff6b.jpg,https://www.instagram.com/derekpavone/,https://soundcloud.com/derekpavone,,,,,Pavone
derrick-carter,Derrick Carter,,,false,,https://www.instagram.com/blucu/,,,,,,
derrick-deep,Derrick Deep,"Seattle, WA","Seattle-based musician and DJ. Part of Deep Light Recordings, Uniting Souls Music, and the Elevated Frequencies collective. Active in the Seattle underground electronic music community.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/derrick-deep-c266f08b.jpg,https://www.instagram.com/derrickdeep.seattle/,https://soundcloud.com/deeplightrecordings,,,,,
dirty-ice-crew,Dirty Ice Crew,,,false,,https://www.instagram.com/kadeejahstreets/,,,,,,
dirty-j,Dirty J,,,false,,https://www.instagram.com/dj_dirty_j/,,,,,,
doza,Doza,"Seattle, WA","Doza is a Seattle open-format DJ who debuted under the name in 2017 and built his lane through community gatherings, club sets, and high-energy local rooms. His strength is range: reading the floor, moving quickly, and making genre shifts feel like part of the same conversation instead of a playlist panic. That kind of flexibility matters in a city where parties pull from house, hip-hop, bass, pop, and underground dance culture at once. Doza brings utility with personality,fast hands, crowd sense, and no fear of turning the room up.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/doza-b4c40cac.jpg,https://www.instagram.com/dozaa__/,https://soundcloud.com/doza,,,,,
dr-bloom,Dr. Bloom,,,false,,https://www.instagram.com/dr__bloom/,,,,,,
duncfoo,Duncfoo,"Seattle, WA","Duncan Shea, known as Duncfoo, is a Seattle-based DJ and tech veteran. In 2004 he served as Technical DJ Expert and helped launch Serato's Scratch Live program, a pioneering contribution to modern DJing technology. He regularly headlines events like DJs in a Dive Bar at Blue Moon Seattle and participates in the Seattle Sunday stream series.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/be844093-2156-4137-b8b1-05730d332f3e.jpg,https://www.instagram.com/duncfoo/,,,,,,
dusky,Dusky,,,false,,https://www.instagram.com/duskymusic/,,,,,,
dusty-booty-ranch-with-sean-wood,Dusty Booty Ranch with Sean Wood,,,false,,https://www.instagram.com/noimsean_/,,,,,,
ean,EAN,,,false,,https://www.instagram.com/eangolden/,,,,,,
ellem,ELLEM,,,false,,,,,,,,
eoc,EOC,"Seattle, WA",Seattle DJ known for house music. Active in Seattle nightlife alongside Miss Min D and other Seattle DJs.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/eoc-ba275221.jpg,https://www.instagram.com/eoc303/,,,,,,
ezbot,EZBOT,,,false,,https://www.instagram.com/ezbotmusic/,,,,,,
eagles-and-butterflies,Eagles & Butterflies,,,false,,https://www.instagram.com/eaglesandbutterflies/,,,,,,
edders,Edders,,,false,,https://www.instagram.com/edderrz/,,,,,,
egyptian-lover,Egyptian Lover,,,false,,https://www.instagram.com/thegyptianlover/,,,,,,
eliogold,Eliogold,,,false,,https://www.instagram.com/eliogold/,,,,,,
ellie-wild,Ellie Wild,,,false,,https://www.instagram.com/itselliewild/,,,,,,
emily-divine,Emily Divine,,,false,,https://www.instagram.com/emily_divinemusic/,,,,,,
emily-song,Emily Song,"Seattle, WA","Emily Song is a seasoned Seattle DJ whose path started in 1997 with vinyl sets at underground warehouse parties across the Pacific Northwest. Now connected to Viva Recordings, she carries the history of Seattle house culture with the ease of someone who has lived through more than one version of the scene. Her sound is rooted in house music's social function: steady rhythm, warm selections, and the belief that a dance floor is built through trust rather than tricks. Emily Song brings elder-floor energy,deeply local, quietly powerful, and fully fluent in the language of late nights.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/emily-song-f32a3452.jpg,https://www.instagram.com/emilysong24/,https://soundcloud.com/djemilysong,,,,,
enereph,Enereph,,,false,,,,,,,,
erin-oconner,Erin O'Conner,,,false,,,,,,,,
erin-o-connor,Erin O'Connor,,,false,,,,,,,,
ethical-drugs,Ethical Drugs,,,false,,,,,,,,Ethicaldrugs
eugene-fauntleroy,Eugene Fauntleroy,,,false,,,,,,,,
eva,Eva,,,false,,https://www.instagram.com/evaonfire/,,,,,,
evan-casey,Evan Casey,"Los Angeles, CA","Los Angeles-based DJ and Desert Hearts resident. Known for dark, sinister, and deep electronic music, playing the latest hours at clubs and festivals.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/evan-casey-0a034e4f.jpg,https://www.instagram.com/evancasey_music/,https://soundcloud.com/evancaseymusic,,,,,
everett-leftside,Everett Leftside,,,false,,,,,,,,
experimental-housewife,Experimental Housewife,,,false,,https://www.instagram.com/experimentalhousewife/,,,,,,
expert-system,Expert System,,,false,,,,,,,,
fabe-canepari,Fabe Canepari,,,false,,,,,,,,
faridaguyzzz,Faridaguyzzz,,,false,,https://www.instagram.com/faridaguyzzz/,,,,,,
fern,Fern,"Seattle, WA","Fern is a Seattle-based DJ in the PNW electronic music community, active in underground dance events across the Pacific Northwest. A dedicated contributor to Seattle's underground scene, Fern brings soulful and underground electronic selections to dance floors, supporting the local community through performances at Shameless events and local venues.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/fern-c937846c.jpg,https://www.instagram.com/fernaliciousss___/,https://soundcloud.com/fern206,,,,,
flamm,Flamm,,,false,,https://www.instagram.com/flammflimm/,,,,,,
floyd-lavine,"Floyd Lavine (Afrikan Tales, Berlin)",,,false,,https://www.instagram.com/floyd.lavine/,,,,,,
foofou,Foofou,,,false,,https://www.instagram.com/fouadmasoud.ofc/,,,,,,
fouad-masoud,Fouad Masoud,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Ffouad-masoud-33dfe741.jpg,https://www.instagram.com/fouadmasoud.ofc/,,,,,,
foxy-mcleod,Foxy McLeod,"Seattle, WA","House DJ based in Seattle, WA. Born in CA, raised in NC. Made her Shameless debut in 2021. Known for bringing energetic, community-centered sets to Seattle's underground.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/foxy-mcleod-15768269.jpg,https://www.instagram.com/foxy_mcleod/,,,,,,
franz-and-shape,Franz & Shape,,,false,,https://www.instagram.com/franzandshape/,,,,,,
freddy-m,Freddy M,,,false,,https://www.instagram.com/sundayafternoonbeers/,,,,,,
frida-k,Frida K,"Seattle, WA","Frida K is a Seattle-based house DJ and producer originally from Mexico. Her sound leans groovy, bright, and direct, with live sets and releases built for dancers who want motion without over-polish.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/frida-k-8cdcb9c3.jpg,https://www.instagram.com/fridakmusic/,https://soundcloud.com/fridakmusic,,,,,Frida K (Loft)
fungineers,Fungineers,"Seattle, WA","Seattle musical collective described as ""super group of musical magical weirdoes."" Eclectic performers known for mixing styles and pushing the boundaries of fun.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/fungineers-ef4f9cff.jpg,,https://soundcloud.com/fungineers,,,,,
future-wife,Future Wife,,,false,,https://www.instagram.com/djhousewife/,,,,,,FutureWife
futuregrandpa,Futuregrandpa,,,false,,https://www.instagram.com/futuregrandpa_music/,,,,,,
garth,Garth,,"DJ Garth is a pioneering House music DJ who is largely credited with both defining and capturing the sound of San Francisco house music in the mid-1990s. As a recording artist, his production is featured on several San Francisco club anthems such as ""T..Before a recent move to Los Angeles where he has been immersed in film acting, Garth spent two decades in San Francisco fanning the flames of conscious hell raising that existed there in generations past. Parties with his stamp include a coveted ten year residency at Come Unity, twenty three years with the legendary Wicked Sound System and more recently Back2Back, with right hand man Jenö. His sound is a radical fusion of Acid House, Space Disco & Psyche Rock. His solo All Night Long Loft parties in San Francisco continue to inspire dancers and critics alike. The Wicked crew reformed in 2011 for a thirteen city Twenty Years of Disco Glory Tour of the States & Japan. Garth spent seven weeks of 2010/2011 touring extensively with DJ Harvey in Australia and Japan. Bringing UK sound system culture to San Francisco in 1991, Wicked’s lawless full moon beach parties ushered in an era of Acid House hysteria that ripped through the west coast and spread into the heartland. Wicked are credited widely with kick-starting the City’s Acid House scene in the early 90’s, cementing its reputation as the red headed step child of Disco. Scoring a Tony Andrews designed Turbosound rig, they toured in a ’47 Greyhound bus whose previous owners were a gospel choir hitting the road to spread their own gospel across the States. Wicked was the pioneering sound system at Burning Man in 1995. Wicked Presents brought the cream of House luminaries to San Francisco including Tony Humphries, DJ Harvey, Doc Martin, Louis Vega, Roger S, Robert Owens, DJ Pierre, K Alexi, Chez Damier, Stacey Pullen, Alton M, Agent X, Kenny Hawkes, Three, Joe Claussel & Francois K. Garth holds court at many of the world’s best nightclubs including Eleven, Mago, Gold, Yellow, Townsend, 1015, The Roxy, Twilo, Fabric, The End, Horsemeat Disco, Sublevel, Thirtynine Hotel, Rex, Room, Lux & Zouk. He has been voted amongst America’s top DJs in Urb, XLR8R and DJ Magazines. For many years he pioneered all night Dub sets on the only renegade system permitted at Reggae on the River where Jamaican legends Mikey Dread and Junior Reid stopped by the bus to rock the mic. The same bus provided inspiration for a record label. Since ’98 Grayhound has released 50+ singles documenting an edgier West Coast sound. Artists include Wicked (Garth, Markie, Jenö & Thomas), Rocket, Perry Farrell, ETI, DJ Harvey, The Glimmers & Ray Mang, Darryl Pandy, Michoacan, DJ Rasoul, Nectar, Stranger, Steve Kotey & EBE. Many recording artists launched their careers on the label. His breakout anthem with E.T.I. ‘Twenty Minutes of Disco Glory’ shook things up internationally, praised by Muzik Magazine as one of the best dance singles of ’96. Since then he has produced 60 records under various pseudonyms working with Anthony Mansfield, Eric James (Rocket), Rob Doten (Crosstown Traffic) and Markie Mark or Jenö (Wicked). His remixes include Freeland, The Units, Faithless, Halo Varga, The Glimmers, Rob Rives, Dada Munchamonkey, Perry Farrell (Janes Addiction), Yabby You, Mutabaruka and Tribe Called Quest. He has compiled and mixed albums for Om, NRK, Thrive & Grayhound, Sex + Design Magazine & Farmers Daughter Hotel. Grayhound productions have been licensed to countless DJ mix CDs and Garth’s music can be found in two films – SF rave flick ‘Groove’ and Gus Van Sant’s ‘Speedway Junky’. Since 2007 he and collector/dealer James Glass have been waving the flag for Golden Goose re-edits, raiding their record collections & respectfully placing Disco/Rock obscurities under the knife as King & Hound. Remaining true to the original art form, he can be found playing all-vinyl sets out in Hawaii, Japan, Fiji, Korea, Spain, England, Greece, Portugal, France, Belgium, Germany, Mexico, Canada, Australia, Singapore, Thailand, even Indonesia and Malaysia, turning parties out upon request.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/9c0cf846-6cd4-419d-bb12-c0d86cff3946.jpg,,https://soundcloud.com/garth-dj-mixes,,,,https://ra.co/dj/djgarth,
gato-negro,Gato Negro,,,false,,https://www.instagram.com/djlgatonegro/,,,,,,
gene-farris,Gene Farris,,,false,,https://www.instagram.com/genefarris/,,,,,,
